Project_ID,Name Projekt,projekt_Beginn,Plan Bau fertig,Fertig_IST,Kosten Plan,Ist_Kosten,Project_team
VR-923803,Straßenbau // Bruderstraße,2017-01-23,2017-04-16,2017-06-08,327424.75,473476.16,Team 4
XR-121944,Stadtpark // Jelena-Kusch-Weg,2020-08-29,2020-09-25,2020-09-25,18585.8,34148.44,Team 2
FV-960481,Straßenbau // Natalie-Trapp-Straße,2017-12-05,2018-03-10,2018-03-10,297830.87,462030.72,Team 2
YV-991329,Elektroarbeiten // Löchelgasse,2014-11-30,2015-01-04,2015-01-29,59979.89,86648.35,Team 2
WX-948871,Stadtpark // Klemtring,2013-04-08,2013-05-10,2013-05-01,156508.56,171352.88,Team 3
DX-210093,Straßenbau // Vincenzo-Ziegert-Gasse,2018-03-23,2018-06-11,2018-06-13,316394.45,341181.74,Team 1
XH-669653,Ubahn // Paffrathstr.,2016-06-17,2016-10-23,2016-12-05,375789.82,396303.81,Team 3
WU-612344,Elektroarbeiten // Kuhlstraße,2013-12-24,2014-02-26,2014-03-01,95552.62,100524.53,Team 4
UH-042088,Baumbestand // Rudolphgasse,2013-06-14,2013-06-25,2013-06-28,46841.19,51983.23,Team 1
WX-425659,Stadtpark // Gerold-Käster-Gasse,2021-11-27,2022-01-05,2022-02-26,136683.72,154312.52,Team 1
PE-539810,Landschaftsbau // Schäferstr.,2016-06-07,2016-07-03,2016-07-04,54638.67,78848.17,Team 4
RK-224677,Baumbestand // Georgine-Mälzer-Allee,2018-05-03,2018-05-12,2018-05-13,58831.65,61812.42,Team 3
HF-360524,Landschaftsbau // Arne-Mies-Allee,2015-08-20,2015-09-07,2015-09-13,115653.66,133112.99,Team 3
CV-213906,Landschaftsbau // Tomasz-Hofmann-Weg,2018-05-17,2018-06-20,2018-06-20,129861.66,152025.84,Team 1
YT-391141,Baumbestand // Cichoriusstraße,2014-12-28,2014-12-31,2015-01-01,65469.55,77569.08,Team 3
KY-942403,Spielplatz // Meik-Römer-Gasse,2016-12-11,2016-12-19,2016-12-23,82835.52,102490.66,Team 4
HO-711365,Ubahn // Mudestraße,2015-06-24,2016-01-15,2015-12-06,735590.89,1036797.77,Team 4
XX-915637,Ubahn // Sauerstraße,2017-05-18,2017-07-03,2017-07-02,777743.27,963289.62,Team 2
XX-884386,Stadtpark // Dobesplatz,2014-02-20,2014-04-25,2014-04-26,-8735.63,-9360.58,Team 4
SR-457909,Spielplatz // Knud-Mielcarek-Allee,2020-11-30,2021-02-03,2021-02-02,110128.77,107691.16,Team 1
YM-520167,Baumbestand // Gabi-Beyer-Weg,2014-11-10,2014-11-14,2014-11-17,59970.89,66267.75,Team 3
ZO-245459,Straßenbau // Pergandegasse,2015-06-20,2015-09-29,2015-11-13,218225.75,313970.21,Team 4
ED-324925,Stadtpark // Nuray-Walter-Platz,2019-03-08,2019-04-16,2019-04-03,201460.59,235157.64,Team 3
KP-171668,Baumbestand // Buchholzweg,2015-05-10,2015-05-27,2015-05-27,41465.64,48866.99,Team 4
ZL-668280,Baumbestand // Benedikt-Jäkel-Gasse,2020-07-01,2020-07-03,2020-07-03,49522.1,58728.78,Team 4
CM-045529,Landschaftsbau // Süßebierallee,2019-02-08,2019-03-09,2019-03-12,143690.86,171216.23,Team 4
ZM-254017,Elektroarbeiten // Reginald-Bohlander-Weg,2020-06-02,2020-08-14,2020-08-16,117910.73,120754.36,Team 4
WR-393246,Stadtpark // Henckstr.,2020-11-11,2020-12-26,2020-12-16,264853.98,340779.35,Team 3
IK-357186,Baumbestand // Adalbert-Mitschke-Platz,2017-02-23,2017-03-09,2017-03-14,61767.23,106473.24,Team 2
AK-374829,Elektroarbeiten // Dobesgasse,2021-01-10,2021-01-30,2021-02-24,71577.39,96126.72,Team 3
ZV-927797,Elektroarbeiten // Schmidtkestr.,2015-06-02,2015-07-05,2015-08-03,81830.55,104850.13,Team 3
SG-912996,Elektroarbeiten // Alfonso-Spieß-Allee,2020-08-29,2020-11-15,2020-11-15,67460.06,101257.61,Team 2
KX-486136,Elektroarbeiten // Scheelgasse,2017-01-12,2017-01-21,2017-01-22,71841.97,80730.45,Team 4
MN-640866,Stadtpark // Austermühlestr.,2019-06-25,2019-08-28,2019-08-26,200847.22,200730.42,Team 4
CI-266284,Landschaftsbau // Scholzplatz,2020-03-09,2020-03-20,2020-03-20,65961.01,81828.77,Team 2
CM-212598,Spielplatz // Bendergasse,2016-05-18,2016-06-12,2016-06-14,147129.21,170889.78,Team 3
IL-401320,Elektroarbeiten // Jens-Butte-Ring,2016-02-18,2016-04-25,2016-04-25,65963.53,72292.7,Team 4
FU-729433,Baumbestand // Atzlerweg,2018-06-27,2018-07-10,2018-07-11,37502.7,50056.06,Team 2
LJ-847276,Baumbestand // Karl-Ernst-Heser-Gasse,2015-02-08,2015-02-17,2015-02-20,88159.27,105031.1,Team 1
OR-684292,Elektroarbeiten // Langegasse,2021-09-29,2021-11-25,2021-11-27,160995.72,158281.67,Team 4
RF-855388,Baumbestand // Kevin-Adolph-Gasse,2018-02-05,2018-02-20,2018-02-25,86485.69,100257.43,Team 1
EB-429082,Baumbestand // Gerlind-Stadelmann-Ring,2013-09-21,2013-10-01,2013-10-01,37962.55,43069.61,Team 4
OX-576706,Baumbestand // Walterweg,2021-03-04,2021-03-13,2021-03-14,67213.34,78688.72,Team 1
UN-249623,Landschaftsbau // Baptist-Junitz-Allee,2017-02-28,2017-03-31,2017-04-01,43347.72,50185.12,Team 1
XM-436355,Elektroarbeiten // Eugen-Höfig-Allee,2013-03-20,2013-05-09,2013-06-10,110381.54,110542.87,Team 3
GH-664471,Stadtpark // Romuald-Nerger-Straße,2020-11-23,2021-01-07,2021-02-12,298829.36,454161.2,Team 2
RV-063398,Elektroarbeiten // Meinrad-Gieß-Gasse,2019-11-13,2019-12-01,2019-12-03,66283.6,75739.85,Team 4
YH-367402,Stadtpark // Janett-Drewes-Straße,2016-03-27,2016-04-26,2016-04-24,289494.31,472350.82,Team 2
GN-596277,Baumbestand // Arzu-Salz-Gasse,2018-09-04,2018-09-17,2018-09-19,10335.67,15211.63,Team 2
UK-578055,Stadtpark // Schülerstraße,2016-04-16,2016-06-10,2016-07-09,94610.31,109416.85,Team 1
TR-685891,Baumbestand // Eberthallee,2019-05-12,2019-05-14,2019-05-13,50142.54,62450.4,Team 1
BM-424532,Landschaftsbau // Sylwia-Ring-Allee,2014-03-24,2014-04-22,2014-04-23,28017.28,31574.21,Team 3
YW-537488,Straßenbau // Raymond-Schlosser-Platz,2016-04-13,2016-07-28,2016-07-31,257711.17,355240.61,Team 1
GD-512043,Spielplatz // Alla-Wagenknecht-Gasse,2013-06-23,2013-07-29,2013-08-02,234542.04,289662.31,Team 4
LR-391714,Landschaftsbau // Heydrichgasse,2021-09-19,2021-10-06,2021-10-05,73529.97,79987.3,Team 1
PX-532954,Stadtpark // Maja-Schmiedt-Ring,2013-04-10,2013-04-28,2013-04-29,90037.15,86160.39,Team 4
CE-668841,Landschaftsbau // Kobeltstraße,2019-05-20,2019-06-12,2019-06-18,114629.75,121157.64,Team 2
IA-881806,Baumbestand // Gnatzweg,2018-07-15,2018-07-29,2018-07-28,40325.26,53152.18,Team 2
CR-021397,Elektroarbeiten // Tomas-Harloff-Straße,2017-10-19,2017-11-12,2017-11-13,123116.15,115692.12,Team 4
AO-816011,Baumbestand // Schwitalweg,2018-10-11,2018-10-21,2018-10-24,58937.17,64942.65,Team 4
KO-352607,Elektroarbeiten // Henschelstr.,2017-09-01,2017-11-02,2017-10-25,79359.93,80881.82,Team 1
ZX-219994,Elektroarbeiten // Hentschelallee,2020-11-29,2021-01-21,2021-01-12,70761.33,77639.67,Team 1
NH-821162,Ubahn // Atzlerplatz,2014-07-02,2014-12-15,2014-11-08,-70725.33,-110125.38,Team 4
XI-393497,Ubahn // Diana-Kraushaar-Gasse,2015-01-05,2015-05-08,2015-05-07,529561.65,653956.58,Team 2
QX-303425,Straßenbau // Bohnbachallee,2017-07-22,2017-12-25,2018-03-12,59321.57,81261.79,Team 4
GM-672084,Elektroarbeiten // Heiko-Reinhardt-Platz,2017-05-09,2017-06-12,2017-06-04,146793.53,193153.8,Team 1
DG-719446,Baumbestand // Pieperallee,2014-10-31,2014-11-05,2014-11-07,64502.94,85046.03,Team 1
NP-477159,Elektroarbeiten // Leopold-Wende-Allee,2015-09-20,2015-10-03,2015-09-29,97176.15,103289.29,Team 1
FF-966970,Baumbestand // Elly-Margraf-Allee,2013-04-10,2013-04-15,2013-04-16,57855.34,61598.18,Team 1
IS-580412,Baumbestand // Hermannstraße,2016-02-07,2016-02-14,2016-02-17,42960.42,36440.56,Team 4
QT-512620,Spielplatz // Ortrud-Schlosser-Weg,2016-06-22,2016-07-30,2016-07-29,144286.08,132281.27,Team 1
CP-810997,Landschaftsbau // Wilma-Dehmel-Ring,2019-07-20,2019-08-09,2019-08-16,111359.17,133835.51,Team 3
KD-402434,Spielplatz // Süßebierstr.,2017-01-16,2017-02-25,2017-03-24,40582.14,53024.84,Team 2
LY-168738,Stadtpark // Silva-Heintze-Weg,2020-06-14,2020-07-20,2020-07-18,173016.15,184723.56,Team 4
DO-464692,Elektroarbeiten // Barthplatz,2020-09-24,2020-12-07,2020-12-02,-2511.02,-2949.2,Team 1
JJ-326200,Ubahn // Weißring,2020-01-14,2020-06-09,2020-07-12,387749.15,414652.77,Team 3
GP-396193,Elektroarbeiten // Patrik-Klotz-Weg,2013-09-30,2013-11-05,2013-11-29,180104.74,278116.82,Team 3
DL-505138,Elektroarbeiten // Sigrun-Speer-Gasse,2017-08-15,2017-09-16,2017-09-16,80074.11,92795.05,Team 2
AW-396777,Landschaftsbau // Carmen-Karge-Gasse,2021-03-06,2021-03-29,2021-03-30,121624.52,133768.67,Team 1
ZL-849267,Stadtpark // Müllerplatz,2020-06-16,2020-08-04,2020-08-27,163188.19,162040.3,Team 1
ZI-660551,Baumbestand // Reinhardtplatz,2019-03-04,2019-03-07,2019-03-08,41962.71,48843.13,Team 1
KB-445870,Baumbestand // Häringstr.,2016-08-28,2016-09-14,2016-09-13,38746.49,45662.11,Team 4
AK-238981,Baumbestand // Wagenknechtweg,2020-05-25,2020-06-10,2020-06-11,95907.69,99033.77,Team 1
FM-205411,Elektroarbeiten // Elif-Textor-Platz,2020-07-03,2020-07-30,2020-07-30,118506.65,183364.99,Team 2
WJ-697385,Elektroarbeiten // Simone-Hornig-Platz,2021-06-04,2021-07-26,2021-08-14,31682.62,44508.97,Team 3
WT-979715,Landschaftsbau // Massimo-Drub-Gasse,2021-03-24,2021-03-27,2021-03-26,140926.81,217404.88,Team 4
DS-461246,Elektroarbeiten // Dehmelstr.,2017-01-29,2017-03-05,2017-03-07,112773.15,114265.38,Team 4
XF-964885,Landschaftsbau // Cord-Koch-Ring,2015-07-02,2015-07-07,2015-07-11,70844.16,105292.36,Team 4
TO-842374,Baumbestand // Säuberlichstraße,2015-08-04,2015-08-08,2015-08-09,39697.34,49113.05,Team 4
IV-385156,Spielplatz // Hörleallee,2020-11-08,2020-12-22,2021-02-07,187772.71,228382.25,Team 2
BC-448896,Landschaftsbau // Rennerstraße,2017-04-14,2017-05-17,2017-05-19,50468.27,67120.21,Team 2
YG-676831,Stadtpark // Misicherstr.,2018-06-28,2018-08-26,2018-08-26,123364.71,148321.18,Team 4
PW-025588,Landschaftsbau // Barkholzstr.,2017-08-24,2017-09-03,2017-09-05,46259.86,48650.27,Team 1
CC-848335,Stadtpark // Ullrichring,2014-07-14,2014-08-28,2014-08-27,262266.05,337618.71,Team 2
VX-518549,Straßenbau // Wielochstr.,2017-07-11,2017-08-17,2017-09-26,93795.15,156084.69,Team 4
BP-989470,Elektroarbeiten // Schmiedeckeallee,2017-10-27,2017-12-10,2017-12-14,21079.42,24165.91,Team 4
NI-635064,Elektroarbeiten // Hatice-Müller-Weg,2017-06-20,2017-08-11,2017-08-10,145546.34,217438.45,Team 2
GY-100284,Elektroarbeiten // Mechthild-Heidrich-Platz,2013-02-08,2013-02-09,2013-02-12,36286.18,40127.19,Team 1
WT-523435,Landschaftsbau // Martingasse,2013-05-08,2013-05-26,2013-05-27,63978.93,65243.54,Team 1
DL-177043,Elektroarbeiten // Editha-Mälzer-Ring,2017-06-27,2017-08-25,2017-08-24,85618.41,92621.09,Team 1
BL-885051,Elektroarbeiten // Junckenstr.,2021-07-20,2021-10-04,2021-09-25,146179.01,164038.43,Team 1
ZH-165035,Elektroarbeiten // Bohlanderplatz,2021-04-14,2021-06-20,2021-07-20,124034.21,164014.94,Team 3
ZV-068092,Baumbestand // Cäcilie-Grein Groth-Straße,2021-03-23,2021-04-02,2021-04-05,14049.57,19613.53,Team 2
XY-543339,Baumbestand // Nikolaj-Klemm-Weg,2021-04-04,2021-04-21,2021-04-22,21996.74,36814.95,Team 2
AJ-356171,Landschaftsbau // Mary-Mende-Gasse,2021-08-02,2021-08-20,2021-08-25,-8233.12,-8767.52,Team 4
QT-806993,Stadtpark // Geislergasse,2016-02-10,2016-03-15,2016-02-24,103046.59,111335.84,Team 3
KJ-579795,Landschaftsbau // Charles-Austermühle-Straße,2015-11-06,2015-12-09,2015-12-10,101027.91,110538.99,Team 1
AW-755818,Straßenbau // Truppring,2021-12-08,2022-02-13,2022-03-16,98637.34,115624.41,Team 2
DJ-559571,Elektroarbeiten // Halil-Bachmann-Straße,2018-03-31,2018-06-07,2018-06-02,74138.62,82150.63,Team 1
XW-772686,Straßenbau // Karl-Heinrich-Mälzer-Platz,2018-08-02,2018-12-21,2018-12-23,143832.34,165194.91,Team 1
GD-218307,Elektroarbeiten // Textorstraße,2013-09-08,2013-10-21,2013-11-12,107395.4,131388.11,Team 3
UG-272277,Elektroarbeiten // Wolfhard-Schaaf-Platz,2013-07-07,2013-08-25,2013-08-26,48118.1,77722.56,Team 2
KN-294756,Elektroarbeiten // Hettnerallee,2018-01-26,2018-04-15,2018-04-10,111252.67,112798.78,Team 1
JI-800710,Straßenbau // Elisabet-Holzapfel-Weg,2018-07-31,2018-09-01,2018-10-29,24366.44,31078.79,Team 4
HM-673828,Stadtpark // Benthinweg,2016-05-25,2016-07-13,2016-06-28,21640.58,27948.33,Team 3
ED-597630,Spielplatz // Ronny-Mohaupt-Weg,2019-11-10,2019-12-23,2020-02-02,151518.4,196052.01,Team 2
OL-639570,Elektroarbeiten // Jacobi Jäckelstraße,2021-01-18,2021-02-21,2021-02-22,68894.45,78576.52,Team 4
LW-396637,Elektroarbeiten // Karl-Ludwig-Steckel-Allee,2013-03-01,2013-05-18,2013-05-16,98932.95,129300.36,Team 2
SI-842905,Landschaftsbau // Konrad-Niemeier-Gasse,2017-02-28,2017-03-26,2017-03-31,-16320.57,-20351.77,Team 3
BE-911695,Baumbestand // Vladimir-Kruschwitz-Straße,2021-03-01,2021-03-11,2021-03-11,81720.65,87580.95,Team 1
MV-322471,Landschaftsbau // Klingelhöferplatz,2019-07-05,2019-07-31,2019-07-30,19212.42,28401.71,Team 4
CY-363880,Baumbestand // Käthe-Siering-Weg,2014-06-06,2014-06-16,2014-06-19,69565.87,81340.99,Team 3
OR-318182,Straßenbau // Lia-Förster-Gasse,2014-05-20,2014-07-25,2014-07-24,370492.65,411703.29,Team 3
KL-861903,Elektroarbeiten // Vogtgasse,2014-12-11,2015-02-06,2015-02-07,185297.56,180238.39,Team 4
QM-242282,Elektroarbeiten // Jane-Reichmann-Platz,2018-07-26,2018-09-14,2018-10-15,135694.05,182167.44,Team 3
NH-219281,Elektroarbeiten // Marvin-Hesse-Gasse,2016-06-17,2016-07-30,2016-08-26,126930.79,163290.66,Team 3
FU-368232,Baumbestand // Adelgunde-Kambs-Weg,2021-06-10,2021-06-30,2021-07-02,58705.7,61700.24,Team 1
VM-211813,Baumbestand // Hedda-Röhrdanz-Ring,2013-10-08,2013-10-17,2013-10-17,36049.22,42403.79,Team 4
ML-356179,Landschaftsbau // Carlo-Stahr-Allee,2015-02-13,2015-02-25,2015-02-26,7148.0,8265.87,Team 4
NA-471215,Baumbestand // Bartholomäus-Schmiedecke-Straße,2015-11-07,2015-11-24,2015-11-24,30011.38,33690.53,Team 4
BT-907293,Stadtpark // Neureutherring,2019-11-04,2020-01-05,2019-12-12,222292.03,231376.46,Team 3
TL-611468,Elektroarbeiten // Klingelhöfergasse,2015-01-01,2015-03-21,2015-03-18,-27312.6,-25991.1,Team 1
BQ-108832,Elektroarbeiten // Römerallee,2021-06-11,2021-07-17,2021-07-18,57204.22,61288.62,Team 4
PS-037786,Spielplatz // Buttering,2019-03-29,2019-04-23,2019-04-22,154511.98,203057.34,Team 3
RC-494802,Ubahn // Hans-Peter-Jähn-Straße,2015-12-27,2016-03-23,2016-03-24,561995.88,770027.87,Team 2
DJ-544976,Elektroarbeiten // Pölitzstr.,2022-02-04,2022-03-28,2022-03-27,120984.43,115017.92,Team 4
FE-374966,Ubahn // Sölzerweg,2015-12-02,2016-08-26,2016-08-26,572694.29,832649.03,Team 2
BO-220351,Elektroarbeiten // Valerie-Scheel-Weg,2020-04-21,2020-07-29,2020-07-31,143163.36,160236.83,Team 4
CN-308701,Baumbestand // Säuberlichplatz,2019-10-28,2019-11-22,2019-11-22,60749.21,87376.69,Team 2
RN-435287,Elektroarbeiten // Nora-Kobelt-Platz,2017-05-27,2017-07-29,2017-07-25,67845.38,72463.89,Team 1
TJ-556718,Ubahn // Johannring,2021-06-22,2021-08-25,2021-08-24,882455.49,1115082.52,Team 2
IO-498143,Stadtpark // Apollonia-Eigenwillig-Weg,2018-12-28,2019-03-06,2019-02-17,223504.73,241516.84,Team 3
HM-722786,Landschaftsbau // Schmiedeckeallee,2020-08-20,2020-09-13,2020-09-14,98029.28,111473.58,Team 1
MU-806601,Elektroarbeiten // Matthäistraße,2019-08-15,2019-09-09,2019-09-11,106421.7,126397.21,Team 4
MQ-229986,Baumbestand // Luisa-Briemer-Platz,2015-03-22,2015-04-02,2015-04-03,45388.06,41140.43,Team 1
LP-350384,Spielplatz // Hornigplatz,2019-08-08,2019-08-29,2019-08-30,28708.7,43943.67,Team 3
DY-921758,Elektroarbeiten // Ilja-Gröttner-Platz,2020-10-03,2020-12-28,2020-12-31,84265.09,90074.74,Team 4
YY-228447,Landschaftsbau // Leonore-Ebert-Gasse,2015-12-21,2016-01-28,2016-02-29,121584.75,144368.88,Team 2
LW-911762,Stadtpark // Putzgasse,2014-11-20,2015-01-13,2015-03-10,197566.86,216402.46,Team 1
PF-411509,Straßenbau // Adele-Herrmann-Platz,2017-07-07,2017-10-15,2017-10-17,219264.48,270228.42,Team 2
SA-840860,Elektroarbeiten // Alexei-Gieß-Weg,2019-04-01,2019-05-27,2019-05-26,188176.26,236869.0,Team 2
XC-330215,Ubahn // Heinz-Wilhelm-Kobelt-Ring,2014-02-22,2014-06-19,2014-06-20,391733.01,572360.79,Team 2
RF-908612,Baumbestand // Scheibegasse,2018-08-22,2018-08-26,2018-08-27,34391.38,39772.59,Team 1
UM-423955,Straßenbau // Hans-Ulrich-Oderwald-Weg,2019-10-02,2019-10-04,2019-10-05,129292.21,110285.54,Team 3
CW-796517,Straßenbau // Kathrin-Butte-Ring,2013-08-25,2013-10-24,2013-10-26,104545.89,146847.0,Team 2
NJ-445911,Ubahn // Bienallee,2020-05-17,2020-12-01,2020-11-01,729988.42,1144547.61,Team 4
UC-065447,Ubahn // Gutknechtstr.,2021-01-25,2021-07-06,2021-06-07,853537.01,1187669.03,Team 4
BS-709319,Straßenbau // Deborah-Nerger-Ring,2015-04-25,2015-06-15,2015-07-29,254229.53,302631.86,Team 4
HZ-310515,Spielplatz // Mansplatz,2021-11-21,2022-01-30,2022-03-08,,236494.73,Team 2
SM-904135,Ubahn // Anton-Reichmann-Platz,2016-04-07,2016-04-23,2016-06-15,506498.13,567691.02,Team 3
TA-222861,Stadtpark // Irmengard-Hecker-Allee,2020-09-28,2020-11-16,2020-11-14,160644.87,290875.11,Team 2
VB-683422,Landschaftsbau // Mentzelring,2014-03-25,2014-04-09,2014-04-10,138050.11,194211.18,Team 4
FT-891174,Spielplatz // Hilda-Stroh-Ring,2018-08-11,2018-08-30,2018-09-08,64479.74,79070.3,Team 2
AO-318073,Stadtpark // Mentzelgasse,2014-11-20,2015-01-11,2014-12-18,105635.29,124740.18,Team 3
FX-673234,Spielplatz // Krebsplatz,2020-07-17,2020-09-16,2020-09-18,106386.27,128431.27,Team 4
OK-649253,Ubahn // Naserplatz,2020-05-09,2020-09-15,2021-02-25,664808.02,755776.66,Team 1
JF-793767,Spielplatz // Hethurallee,2014-01-13,2014-04-07,2014-04-10,85338.79,93762.9,Team 4
BR-623112,Landschaftsbau // Bärerstr.,2019-12-03,2019-12-25,2020-01-01,58060.37,74873.68,Team 3
KL-097463,Elektroarbeiten // Christiane-Gieß-Weg,2015-06-20,2015-09-10,2015-09-13,18632.17,21198.85,Team 4
QE-756449,Baumbestand // Inga-Köhler-Ring,2017-12-27,2018-01-02,2018-02-02,58405.56,98255.47,Team 2
MB-566360,Straßenbau // Heserplatz,2015-11-19,2016-02-07,2016-03-02,171270.28,236427.11,Team 2
RU-510033,Stadtpark // Pruschkestraße,2013-12-22,2014-02-11,2014-01-21,43137.56,52540.29,Team 3
LC-929327,Baumbestand // Hessegasse,2017-01-26,2017-02-17,2017-03-26,11982.67,18489.85,Team 2
QB-288906,Elektroarbeiten // Seifertallee,2018-09-25,2018-11-14,2018-11-07,237564.97,254492.08,Team 1
OE-123516,Elektroarbeiten // Steyallee,2013-04-09,2013-05-23,2013-05-21,113068.41,144131.08,Team 2
CP-437809,Stadtpark // Reuterstr.,2017-02-20,2017-04-29,2017-04-16,209284.35,263466.66,Team 3
TN-129093,Stadtpark // Bolzmannweg,2016-11-24,2017-02-02,2017-02-02,32604.28,36986.4,Team 4
LL-936878,Landschaftsbau // Cilly-Hermighausen-Platz,2021-10-03,2021-10-08,2021-10-10,24511.48,40281.75,Team 4
TW-231195,Elektroarbeiten // Nohlmansstr.,2018-08-03,2018-09-09,2018-09-12,81308.64,88284.29,Team 4
AK-790133,Elektroarbeiten // Valeri-Jäntsch-Straße,2013-05-01,2013-05-23,2013-05-19,116107.35,185273.79,Team 2
LT-175724,Baumbestand // Textorplatz,2015-09-18,2015-09-29,2015-10-03,37048.11,43721.54,Team 1
CL-462454,Stadtpark // Wagnerallee,2014-12-19,2015-02-03,2015-01-25,169980.89,213186.7,Team 3
UC-031423,Baumbestand // Kobeltstr.,2017-09-24,2017-10-04,2017-10-04,36993.83,36902.44,Team 4
BI-706704,Stadtpark // Andreas-Kallert-Straße,2021-08-13,2021-10-04,2021-10-03,-41.13,-53.14,Team 2
YU-946921,Landschaftsbau // Rädelallee,2013-04-06,2013-04-25,2013-04-26,8433.29,9910.05,Team 2
VH-296175,Spielplatz // Seipring,2016-11-17,2016-12-16,2016-12-16,101766.91,103933.24,Team 1
LB-255393,Ubahn // Natalja-Riehl-Weg,2017-01-29,2017-05-02,2017-04-11,701718.95,1009409.72,Team 4
RK-205370,Stadtpark // Bolnbachstr.,2016-01-19,2016-03-21,2016-03-06,227954.62,279095.86,Team 3
YZ-154859,Baumbestand // Patrick-Neureuther-Straße,2020-08-26,2020-09-04,2020-09-11,59994.22,65661.25,Team 3
GK-385142,Baumbestand // Hanife-Gehringer-Gasse,2016-01-03,2016-01-25,2016-02-25,44417.59,65614.03,Team 2
GH-694990,Straßenbau // Kargeallee,2016-02-21,2016-06-18,2016-06-19,123071.75,165339.66,Team 2
LD-100398,Straßenbau // Dörschnerstraße,2016-12-30,2017-03-10,2017-03-11,275246.23,312331.92,Team 3
LQ-319266,Ubahn // Plathstraße,2019-07-27,2019-10-21,2019-09-23,233331.31,292917.34,Team 4
GN-503492,Landschaftsbau // Scheelallee,2014-08-12,2014-08-30,2014-09-01,59134.94,63740.53,Team 1
NJ-917595,Elektroarbeiten // Haasering,2015-06-11,2015-08-29,2015-09-25,55401.16,66040.47,Team 3
KU-472596,Elektroarbeiten // Rena-Krause-Weg,2021-08-19,2021-09-24,2021-09-24,23324.42,29946.0,Team 2
DA-829496,Elektroarbeiten // Bachmannstraße,2015-03-14,2015-05-05,2015-05-05,112107.35,125085.5,Team 4
LU-288108,Baumbestand // Heuserweg,2021-10-22,2021-10-26,2021-10-27,44623.19,48756.78,Team 1
TC-914764,Straßenbau // Margarita-Schönland-Straße,2014-03-21,2014-07-17,2014-08-11,222717.51,322801.33,Team 4
LB-730819,Landschaftsbau // Eva-Maria-Conradi-Platz,2014-05-05,2014-05-29,2014-05-31,93909.32,95466.03,Team 3
XV-236721,Stadtpark // Margrafweg,2016-08-02,2016-09-16,2016-09-16,295103.36,285220.34,Team 4
RD-403110,Elektroarbeiten // Gröttnerring,2013-04-16,2013-06-05,2013-06-11,46916.43,53682.96,Team 4
CP-193236,Elektroarbeiten // Alexei-Mielcarek-Gasse,2019-10-16,2020-01-18,2020-02-13,132793.56,174588.75,Team 2
DY-387350,Elektroarbeiten // Sieglinde-Dörschner-Allee,2015-09-29,2015-11-12,2015-12-24,109531.32,116060.92,Team 3
EF-837002,Straßenbau // Hartungring,2017-12-02,2017-12-16,2018-01-22,299248.08,371601.76,Team 2
BR-632475,Stadtpark // Rognerplatz,2019-03-11,2019-06-06,2019-06-07,160263.7,164424.93,Team 4
UK-645389,Elektroarbeiten // Fabian-Mülichen-Allee,2021-10-24,2021-11-18,2021-12-17,113307.75,120571.49,Team 3
SN-970027,Landschaftsbau // Mike-Pölitz-Weg,2018-02-07,2018-02-19,2018-02-17,70321.53,77363.32,Team 1
WA-090106,Elektroarbeiten // Möchlichenstr.,2018-08-31,2018-11-08,2018-11-07,115152.92,167061.44,Team 2
XD-543354,Ubahn // Elizabeth-Wagenknecht-Ring,2021-06-23,2021-12-18,2021-11-30,372918.24,412826.2,Team 4
DA-326559,Elektroarbeiten // Brudergasse,2013-07-29,2013-08-08,2013-09-15,119385.59,166359.3,Team 3
RG-374215,Straßenbau // auch Schlauchingasse,2021-09-10,2022-02-24,2022-04-19,87182.33,134321.23,Team 4
CD-906686,Straßenbau // Jacobstraße,2020-08-12,2020-10-07,2020-10-08,367551.26,517967.36,Team 2
GE-412938,Baumbestand // Sigurd-Rudolph-Platz,2014-03-17,2014-03-18,2014-03-26,58037.81,72290.63,Team 3
ZK-631029,Stadtpark // Mendestr.,2016-11-15,2016-12-31,2016-12-30,123644.92,138341.14,Team 4
FX-674118,Stadtpark // Ernst-August-Lindner-Ring,2013-02-10,2013-04-01,2013-03-30,196682.56,251733.87,Team 4
LX-468905,Spielplatz // Valeria-Rörricht-Allee,2016-01-01,2016-02-24,2016-03-02,18336.57,20472.63,Team 4
NQ-270616,Baumbestand // Trübweg,2019-12-30,2020-01-11,2020-01-12,73752.57,85300.71,Team 3
VG-495167,Elektroarbeiten // Heinz-Josef-Langern-Platz,2020-04-11,2020-06-08,2020-06-01,121992.0,128920.99,Team 1
IZ-281199,Elektroarbeiten // Sahin-Bien-Allee,2018-09-11,2018-10-17,2018-11-12,192371.79,314067.17,Team 3
LA-992075,Ubahn // Bohnbachstr.,2017-02-12,2017-07-26,2017-09-20,779980.62,865438.77,Team 3
EA-051266,Ubahn // Reuterplatz,2014-06-17,2014-07-14,2014-07-14,83783.36,126078.03,Team 2
ND-331047,Baumbestand // Pruschkeweg,2018-02-24,2018-03-31,2018-04-05,61121.47,95585.15,Team 2
II-006089,Stadtpark // Thoralf-Mans-Gasse,2013-09-04,2013-10-06,2013-10-02,194441.04,286535.12,Team 3
QB-414495,Elektroarbeiten // Keudelallee,2015-05-12,2015-07-25,2015-07-19,83809.26,101032.82,Team 1
UH-387912,Ubahn // Burghard-Franke-Ring,2017-10-01,2018-05-07,2018-05-08,109291.25,132573.37,Team 2
