Projekt_ID,Projektname,Projekt_Beginn,Plan_Bau_fertig,Ist_Bau_fertig,Plan_Kosten,Ist_Kosten,Project_team
P-24816,Elektroarbeiten // Bertha-Gunpf-Allee,2021-02-23,2021-05-05,2021-05-23,156397.57,189244.62,Team 3
P-50295,Elektroarbeiten // Metzallee,2017-08-29,2017-11-03,2017-11-07,59435.45,65043.29,Team 4
P-19801,Baumbestand // Södingallee,2016-11-14,2016-11-26,2016-11-28,60490.2,74349.25,Team 2
P-33292,Elektroarbeiten // Moritz-Reising-Ring,2020-06-05,2020-09-18,2020-09-14,68952.97,80881.44,Team 1
P-26586,Stadtpark // Cäcilie-Adler-Platz,2018-06-04,2018-07-24,2018-10-05,126879.79,127744.34,Team 1
P-32543,Landschaftsbau // Grafallee,2016-04-18,2016-05-07,2016-05-09,76812.56,100214.84,Team 2
P-69310,Stadtpark // Jacobi Jäckelweg,2020-01-28,2020-02-15,2020-03-13,172362.2,244065.26,Team 2
P-10735,Elektroarbeiten // Stadelmannweg,2018-12-03,2019-01-12,2019-01-12,45961.77,50635.85,Team 4
P-04065,Baumbestand // Riehlallee,2016-10-26,2016-11-15,2016-11-13,10045.4,10020.83,Team 1
P-35597,Straßenbau // Sorgatzplatz,2020-10-30,2020-12-26,2020-12-29,86729.56,110010.34,Team 1
P-58782,Stadtpark // Sigurd-Margraf-Ring,2015-04-06,2015-05-14,2015-05-13,90370.72,128459.32,Team 2
P-34955,Ubahn // Gottlieb-Zänker-Allee,2021-11-25,2022-05-31,2022-11-02,540325.84,623803.84,Team 1
P-85717,Ubahn // Ivonne-Jockel-Gasse,2021-01-29,2021-07-17,2021-07-16,468260.05,467290.15,Team 2
P-76930,Landschaftsbau // Sibel-Riehl-Allee,2017-02-14,2017-03-21,2017-03-24,141063.62,169477.73,Team 4
P-34950,Stadtpark // Francisco-Gertz-Ring,2018-02-26,2018-04-15,2018-05-31,136303.98,139605.49,Team 1
P-53566,Elektroarbeiten // Stavros-Binner-Gasse,2018-05-08,2018-06-25,2018-06-25,143910.1,166505.08,Team 4
P-09639,Elektroarbeiten // Geißlerstr.,2021-02-21,2021-04-28,2021-04-18,74184.25,77707.18,Team 1
P-80003,Stadtpark // Hans-Georg-Salz-Straße,2020-06-08,2020-08-01,2020-07-22,60998.3,81565.28,Team 3
P-29453,Straßenbau // Heckergasse,2016-03-30,2016-04-13,2016-04-17,36580.96,49686.18,Team 2
P-78150,Elektroarbeiten // Täscheallee,2019-04-04,2019-06-03,2019-06-04,167501.91,191658.91,Team 4
P-28362,Elektroarbeiten // Kenan-Gunpf-Allee,2016-10-02,2016-11-21,2016-12-16,162527.59,219255.77,Team 3
P-54783,Stadtpark // Kirsten-Dörschner-Allee,2017-12-20,2018-02-10,2018-03-25,186640.81,199384.23,Team 1
P-29674,Elektroarbeiten // Pölitzring,2017-11-06,2017-12-15,2018-01-16,102665.61,157746.15,Team 2
P-39813,Landschaftsbau // Casparring,2018-02-08,2018-03-04,2018-03-05,62167.96,74597.21,Team 1
P-91846,Stadtpark // Netteallee,2016-12-17,2017-03-14,2017-03-14,139669.07,196087.79,Team 2
P-63391,Spielplatz // Netteplatz,2019-09-20,2020-01-12,2020-01-11,127050.4,162444.52,Team 3
P-67541,Landschaftsbau // Grafring,2015-08-11,2015-09-06,2015-09-06,40880.54,57007.24,Team 4
P-57590,Landschaftsbau // Haasestr.,2015-07-17,2015-08-07,2015-08-09,74025.14,72353.95,Team 1
P-11048,Landschaftsbau // Seifertallee,2013-05-21,2013-06-24,2013-06-24,76405.88,86925.17,Team 1
P-19055,Landschaftsbau // Gutknechtstr.,2020-12-30,2021-01-15,2021-01-15,58114.2,74688.37,Team 4
P-28237,Elektroarbeiten // Oestrovskystr.,2014-08-03,2014-09-25,2014-09-18,123073.02,132284.79,Team 1
P-22357,Baumbestand // Faruk-Hauffer-Allee,2020-06-27,2020-07-11,2020-07-13,93277.39,128145.92,Team 2
P-77106,Baumbestand // Ottomar-Gieß-Straße,2016-09-01,2016-09-25,2016-09-26,37401.01,53645.76,Team 2
P-07574,Elektroarbeiten // Damaris-Stroh-Ring,2017-07-20,2017-09-29,2017-09-29,52137.96,61676.14,Team 1
P-93332,Baumbestand // Liebeltring,2014-09-08,2014-09-26,2014-09-27,53488.62,62228.66,Team 4
P-95763,Elektroarbeiten // Annelore-Lübs-Gasse,2013-05-09,2013-05-25,2013-05-24,71863.74,105380.02,Team 2
P-44508,Stadtpark // Luitgard-Gehringer-Allee,2015-11-07,2015-11-27,2015-11-26,-15394.5,-16631.78,Team 4
P-33751,Elektroarbeiten // Hellwigstraße,2017-01-14,2017-04-03,2017-04-05,121755.77,135684.23,Team 4
P-66993,Landschaftsbau // Urban-Meister-Allee,2014-05-14,2014-06-19,2014-06-18,36487.81,41312.23,Team 1
P-55743,Landschaftsbau // Antonius-Kohl-Weg,2014-07-17,2014-08-03,2014-08-06,95754.46,157857.6,Team 3
P-29608,Baumbestand // Schaafring,2022-01-01,2022-01-14,2022-02-18,58118.03,71140.48,Team 2
P-46435,Baumbestand // Curt-Hoffmann-Weg,2019-04-14,2019-04-27,2019-05-01,67871.61,97941.64,Team 2
P-92855,Baumbestand // Wellerstraße,2016-02-20,2016-02-23,2016-03-30,12408.02,16900.72,Team 2
P-38857,Stadtpark // Fritschplatz,2020-10-21,2020-12-14,2021-01-15,77522.1,112226.56,Team 2
P-09129,Baumbestand // Traudl-Ruppert-Straße,2020-02-19,2020-02-29,2020-03-05,49822.95,60624.19,Team 2
P-82055,Baumbestand // Lachmannstr.,2018-10-21,2018-10-25,2018-10-26,55263.62,56187.16,Team 1
P-24290,Elektroarbeiten // Krebsstraße,2019-02-20,2019-03-04,2019-03-01,117181.02,118273.17,Team 1
P-96001,Ubahn // Janusz-Aumann-Platz,2019-07-19,2020-01-16,2020-02-27,619152.57,674991.36,Team 3
P-10872,Baumbestand // Wieland-Kusch-Weg,2013-12-22,2014-01-01,2014-02-09,23504.08,27742.33,Team 2
P-24545,Landschaftsbau // Rafael-Pergande-Gasse,2020-09-04,2020-09-24,2020-09-28,20882.91,27693.07,Team 2
P-93390,Stadtpark // Witold-Bonbach-Ring,2015-04-25,2015-06-25,2015-06-07,53209.74,61897.09,Team 3
P-13907,Stadtpark // Reichmannallee,2016-06-04,2016-07-16,2016-07-16,238928.48,247915.37,Team 4
P-53568,Elektroarbeiten // Kargeallee,2015-07-31,2015-08-21,2015-08-22,110604.28,125990.17,Team 4
P-23190,Baumbestand // Junckallee,2019-02-23,2019-03-02,2019-03-01,27908.25,33083.1,Team 4
P-92977,Landschaftsbau // Haeringstraße,2018-03-31,2018-04-16,2018-04-17,73141.3,93200.84,Team 4
P-37410,Stadtpark // Kohlweg,2015-06-20,2015-07-28,2015-08-30,194864.88,215868.65,Team 1
P-83994,Elektroarbeiten // Kläre-Peukert-Allee,2018-03-17,2018-04-25,2018-04-16,66602.32,69306.9,Team 1
P-27089,Baumbestand // Hoffmannallee,2021-05-14,2021-05-21,2021-05-21,55854.0,63120.42,Team 2
P-48184,Elektroarbeiten // Adelgunde-Fritsch-Allee,2016-08-28,2016-10-28,2016-10-21,63545.18,58278.89,Team 1
P-09674,Elektroarbeiten // Etzoldstraße,2013-05-26,2013-08-29,2013-08-24,109166.35,115251.76,Team 1
P-02756,Spielplatz // Zahnweg,2020-11-19,2021-03-03,2021-03-04,105429.27,150890.58,Team 3
P-64046,Baumbestand // Hethurallee,2021-12-15,2021-12-16,2021-12-17,91684.82,103755.43,Team 4
P-28598,Elektroarbeiten // Eberthweg,2018-08-08,2018-10-10,2018-11-03,98015.34,117244.42,Team 3
P-91869,Straßenbau // Leszek-Schmidt-Ring,2016-10-25,2017-02-21,2017-03-14,-81728.1,-110273.5,Team 2
P-51986,Spielplatz // Ditschlerinring,2014-10-13,2014-11-27,2015-01-19,203261.01,251826.75,Team 2
P-09746,Ubahn // Kensyallee,2016-09-26,2017-04-11,2017-06-25,250185.86,283715.65,Team 3
P-23928,Landschaftsbau // Susan-Hornig-Weg,2015-04-09,2015-04-22,2015-04-24,77486.22,85501.39,Team 2
P-19562,Elektroarbeiten // Reinhardtgasse,2017-02-15,2017-05-10,2017-05-10,65995.79,69797.29,Team 4
P-30986,Stadtpark // Linkeweg,2013-10-06,2013-10-21,2013-10-19,36312.88,65896.44,Team 2
P-32575,Landschaftsbau // Pieperstraße,2017-10-17,2017-11-09,2017-11-13,26136.59,34950.06,Team 4
P-36107,Landschaftsbau // Bernfried-Peukert-Weg,2017-05-27,2017-06-16,2017-06-16,43957.29,47085.52,Team 3
P-30736,Straßenbau // Waltrud-Flantz-Gasse,2015-10-16,2016-01-17,2016-01-18,249263.3,277368.95,Team 3
P-83883,Baumbestand // Marlies-Johann-Platz,2020-02-15,2020-02-28,2020-03-01,2395.66,2678.29,Team 4
P-34063,Straßenbau // Gotthold-Finke-Platz,2014-09-03,2014-10-24,2014-10-24,272380.44,399993.51,Team 1
P-21469,Spielplatz // Resi-Rosemann-Allee,2016-12-23,2017-02-04,2017-02-03,218511.39,228496.35,Team 1
P-20378,Ubahn // Junkenplatz,2019-07-01,2019-09-23,2019-08-25,482401.2,843422.0,Team 4
P-61169,Straßenbau // Alfons-Hesse-Weg,2015-01-01,2015-03-13,2015-03-13,235945.92,254031.13,Team 1
P-15127,Baumbestand // Bachmannstr.,2014-01-06,2014-01-09,2014-01-10,19809.38,19573.89,Team 3
P-86266,Elektroarbeiten // Viviane-Schüler-Weg,2020-03-14,2020-05-05,2020-05-05,18884.81,17386.84,Team 4
P-60225,Elektroarbeiten // Rennergasse,2017-05-13,2017-07-01,2017-07-27,21141.89,24566.59,Team 3
P-69098,Baumbestand // Tlustekweg,2017-07-17,2017-08-06,2017-08-07,27858.17,28341.67,Team 4
P-19245,Spielplatz // Wigbert-Röhrdanz-Gasse,2015-09-08,2015-12-01,2015-11-30,179879.88,177420.8,Team 1
P-22266,Landschaftsbau // Brunhild-Dörr-Straße,2015-11-25,2015-12-21,2016-01-27,88839.77,89845.17,Team 2
P-66122,Spielplatz // Kuhlring,2016-12-29,2017-03-11,2017-03-10,97888.13,102113.77,Team 1
P-26014,Elektroarbeiten // Södingplatz,2018-02-01,2018-02-10,2018-02-12,-5067.99,-5787.25,Team 4
P-91587,Stadtpark // Mansring,2018-05-30,2018-06-17,2018-08-10,89408.88,92758.61,Team 1
P-99130,Baumbestand // Köhlerallee,2021-03-21,2021-03-31,2021-04-02,33307.06,37514.75,Team 3
P-78588,Baumbestand // Immo-Täsche-Gasse,2016-07-20,2016-07-23,2016-07-25,58724.51,63001.3,Team 3
P-37701,Elektroarbeiten // Kilian-Finke-Allee,2014-01-16,2014-03-01,2014-03-01,78500.08,109553.2,Team 2
P-22199,Baumbestand // Helmuth-Sölzer-Straße,2018-09-21,2018-10-07,2018-10-07,43900.06,47233.43,Team 4
P-72757,Straßenbau // Dippelring,2019-04-27,2019-07-28,2019-07-28,302748.88,356250.08,Team 3
P-55342,Stadtpark // Grein Grothweg,2019-11-25,2020-01-26,2020-01-19,75000.39,86605.15,Team 3
P-77520,Baumbestand // Erdmute-Hölzenbecher-Weg,2013-02-23,2013-03-18,2013-03-23,78845.46,115398.29,Team 2
P-09468,Baumbestand // Krzysztof-Lorch-Weg,2013-03-26,2013-04-05,2013-04-09,73831.83,79749.69,Team 3
P-80346,Elektroarbeiten // Dennis-Römer-Platz,2020-10-25,2020-12-14,2020-12-17,11418.1,12018.4,Team 4
P-89973,Elektroarbeiten // Hentschelstr.,2015-06-03,2015-07-15,2015-09-07,85935.47,101552.61,Team 3
P-23639,Spielplatz // Seifertweg,2017-05-25,2017-07-11,2017-08-01,120982.56,149437.46,Team 2
P-24620,Landschaftsbau // Schuchhardtstraße,2015-07-16,2015-08-20,2015-08-20,91902.78,103888.22,Team 1
P-81803,Stadtpark // Hörlestraße,2015-04-02,2015-05-09,2015-06-25,226955.72,281953.8,Team 1
P-27573,Ubahn // Aloisia-Nette-Platz,2016-02-10,2016-04-16,2016-05-29,619533.98,607883.27,Team 3
P-30476,Stadtpark // Metzallee,2018-03-15,2018-04-22,2018-04-21,166809.66,192834.13,Team 4
P-95536,Stadtpark // Bernhard-Dussen van-Gasse,2014-06-01,2014-07-15,2014-07-15,-70968.71,-66856.22,Team 4
P-30265,Baumbestand // Adolf-Seip-Allee,2013-06-18,2013-07-02,2013-07-04,98682.16,102955.16,Team 4
P-02843,Stadtpark // Mechthild-Heidrich-Platz,2013-02-01,2013-03-25,2013-03-25,33898.46,51342.52,Team 2
P-05478,Baumbestand // Kraushaarweg,2021-09-06,2021-09-26,2021-09-25,-2135.68,-2248.48,Team 4
P-23642,Elektroarbeiten // Jacqueline-Scheuermann-Gasse,2021-01-06,2021-03-05,2021-03-24,122509.33,147062.68,Team 3
P-17339,Straßenbau // Nergerring,2016-08-25,2016-12-14,2017-02-12,333915.13,442790.15,Team 4
P-13622,Ubahn // Milka-Bolzmann-Platz,2013-06-08,2014-02-09,2014-03-12,527682.75,655096.86,Team 2
P-58712,Baumbestand // Misichergasse,2020-01-19,2020-02-01,2020-02-05,29666.57,29392.58,Team 3
P-65364,Straßenbau // Anton-Hesse-Weg,2021-01-25,2021-04-28,2021-05-02,405995.07,456332.77,Team 3
P-44154,Elektroarbeiten // Lehmannstr.,2015-10-21,2015-12-04,2015-11-29,81596.63,99163.05,Team 1
P-76923,Spielplatz // Thilo-Ullrich-Platz,2015-01-12,2015-03-03,2015-03-01,132275.21,131090.62,Team 1
P-99685,Ubahn // Roselinde-Kobelt-Weg,2013-06-11,2013-12-04,2013-11-20,794816.27,887983.95,Team 4
P-18885,Stadtpark // Ivonne-Rosenow-Platz,2014-05-21,2014-07-14,2014-07-11,195089.12,254768.85,Team 3
P-52288,Landschaftsbau // Mathias-Bruder-Straße,2013-10-14,2013-11-06,2013-11-05,47528.75,43970.33,Team 1
P-68962,Ubahn // Rouven-Tröst-Platz,2020-12-12,2021-02-17,2021-01-22,846180.59,1291743.51,Team 4
P-46261,Elektroarbeiten // Agatha-Junk-Gasse,2021-09-13,2021-12-06,2022-01-13,123773.17,130070.76,Team 3
P-65450,Ubahn // Roselinde-Grein Groth-Gasse,2013-04-15,2013-07-12,2013-10-22,487354.26,584647.47,Team 1
P-28365,Landschaftsbau // Arno-Textor-Straße,2014-06-20,2014-07-19,2014-07-24,116182.35,139891.37,Team 2
P-51306,Elektroarbeiten // Birnbaumgasse,2015-01-01,2015-03-05,2015-02-24,117873.59,133496.99,Team 1
P-96536,Ubahn // Mälzerplatz,2019-01-15,2019-06-10,2019-09-24,712342.52,812606.36,Team 1
P-09956,Landschaftsbau // Ditschlerinallee,2013-04-15,2013-04-27,2013-04-26,107084.41,111035.49,Team 1
P-30713,Baumbestand // Häringgasse,2020-06-11,2020-06-19,2020-06-19,5381.02,6061.44,Team 1
P-75570,Elektroarbeiten // Hasan-Hornich-Weg,2020-05-18,2020-06-21,2020-07-01,140118.05,182326.35,Team 3
P-26175,Baumbestand // Knappestraße,2020-05-07,2020-05-20,2020-05-24,87638.72,132463.14,Team 2
P-45838,Elektroarbeiten // Pascal-Gehringer-Allee,2021-05-10,2021-06-14,2021-06-14,101294.5,158429.25,Team 2
P-70420,Landschaftsbau // Britt-Johann-Platz,2013-10-05,2013-11-20,2013-11-21,51944.18,66126.65,Team 4
P-00907,Landschaftsbau // Schinkegasse,2019-06-17,2019-07-08,2019-07-09,158246.9,190769.12,Team 1
P-46743,Stadtpark // Bohlanderallee,2016-02-24,2016-03-03,2016-03-05,-40213.98,-48779.45,Team 3
P-56253,Stadtpark // Annerose-Scholtz-Straße,2013-03-15,2013-05-06,2013-04-22,149537.09,176799.78,Team 3
P-43531,Straßenbau // Misicherplatz,2018-06-05,2018-08-15,2018-08-19,308250.15,371418.34,Team 1
P-83525,Baumbestand // Reingard-Röhrdanz-Ring,2015-07-24,2015-08-02,2015-08-04,41034.12,49215.58,Team 2
P-68188,Stadtpark // Reisingweg,2019-05-29,2019-08-04,2019-08-04,195840.29,293616.89,Team 2
P-96037,Elektroarbeiten // Horst-Peter-Steinberg-Gasse,2016-11-08,2016-12-17,2017-01-28,81699.11,119408.53,Team 3
P-31113,Elektroarbeiten // Junckengasse,2021-04-22,2021-05-20,2021-05-21,82295.19,106027.55,Team 2
P-83794,Baumbestand // Walterplatz,2018-08-19,2018-08-25,2018-08-26,69570.21,87779.32,Team 4
P-85402,Straßenbau // Schmiedtring,2020-11-06,2021-02-15,2021-02-18,265899.14,288668.14,Team 1
P-60989,Spielplatz // Mudeallee,2013-03-26,2013-04-28,2013-04-29,104537.79,134608.99,Team 3
P-00857,Elektroarbeiten // Zahngasse,2016-09-16,2016-11-17,2016-12-13,74844.34,109769.81,Team 3
P-13025,Landschaftsbau // Casparweg,2019-08-27,2019-09-18,2019-09-19,40259.98,52043.82,Team 1
P-61388,Stadtpark // Kamil-Löwer-Straße,2018-10-07,2018-12-10,2018-11-27,140731.1,158670.03,Team 3
P-44597,Spielplatz // Fredy-Christoph-Weg,2014-11-09,2015-02-09,2015-02-07,134226.93,142991.09,Team 1
P-94088,Baumbestand // Karl Heinz-Fliegner-Weg,2016-10-18,2016-10-22,2016-10-23,44623.19,48756.78,Team 1
P-17557,Elektroarbeiten // Bienallee,2018-12-21,2019-01-22,2019-03-14,118686.76,137977.97,Team 3
P-51510,Baumbestand // Sölzerstraße,2016-08-14,2016-08-20,2016-08-21,64775.18,79366.03,Team 3
P-12555,Stadtpark // Wulfweg,2018-05-24,2018-06-16,2018-06-16,100024.97,164668.77,Team 2
P-57195,Baumbestand // Franjo-Christoph-Allee,2020-10-05,2020-10-09,2020-10-12,31788.45,37706.45,Team 3
P-48865,Straßenbau // Neuschäferring,2016-08-03,2016-11-04,2016-12-11,-29274.55,-46222.49,Team 4
P-58110,Straßenbau // Meinhard-Winkler-Allee,2019-06-12,2019-07-15,2019-07-17,419547.67,430942.24,Team 3
P-25755,Stadtpark // Anselm-Geisler-Gasse,2018-01-28,2018-03-23,2018-03-23,262329.85,291283.53,Team 4
P-05539,Straßenbau // Sabri-Ziegert-Weg,2017-05-11,2017-09-08,2017-09-09,56491.4,54402.44,Team 3
P-71718,Straßenbau // Lidia-Junken-Platz,2020-03-28,2020-04-07,2020-04-08,149695.83,176516.52,Team 3
P-97740,Ubahn // Keudelweg,2021-08-04,2022-01-05,2022-01-28,328972.8,345037.27,Team 3
P-47120,Ubahn // Hans-Hinrich-Roht-Weg,2018-07-10,2018-09-29,2018-12-31,412794.29,467601.83,Team 1
P-60392,Landschaftsbau // Schachtallee,2021-03-03,2021-04-02,2021-04-06,52573.84,85222.23,Team 3
P-71243,Baumbestand // Bolanderstraße,2018-01-25,2018-02-04,2018-02-07,42681.02,52957.82,Team 1
P-20575,Ubahn // Klaus-Ulrich-Zorbach-Allee,2015-03-24,2015-04-03,2015-04-02,255684.2,317611.99,Team 2
P-88412,Landschaftsbau // Eberhardt-Gnatz-Weg,2015-10-27,2015-11-09,2015-11-11,-2412.32,-2732.09,Team 3
P-93774,Elektroarbeiten // Karl-August-Drewes-Gasse,2014-03-28,2014-06-10,2014-06-13,129870.04,129741.98,Team 4
P-35038,Baumbestand // Ottostraße,2018-04-11,2018-05-01,2018-05-04,50331.18,61847.73,Team 2
P-64393,Baumbestand // Dussen vanplatz,2013-08-06,2013-08-16,2013-08-23,88559.45,99068.35,Team 3
P-23603,Baumbestand // Thies-Döhn-Gasse,2016-05-27,2016-06-09,2016-06-13,20187.88,22400.47,Team 1
P-51435,Straßenbau // Jäkelring,2021-12-16,2022-01-06,2022-02-21,270231.03,412527.93,Team 4
P-93608,Stadtpark // Ivonne-Müller-Ring,2019-09-12,2019-10-30,2019-10-29,154175.51,175197.21,Team 2
P-35762,Baumbestand // Saban-Rust-Gasse,2021-12-29,2022-01-08,2022-01-10,55936.84,70252.52,Team 3
P-23211,Elektroarbeiten // Wigbert-Scheibe-Weg,2014-07-07,2014-10-23,2014-10-23,46054.22,66270.05,Team 2
P-61676,Baumbestand // Schmidtkeplatz,2021-04-22,2021-05-03,2021-05-04,61551.93,70153.52,Team 2
P-62192,Elektroarbeiten // Losekannring,2020-06-04,2020-07-11,2020-07-08,-16491.56,-17730.02,Team 1
P-54752,Spielplatz // Weihmannstraße,2013-08-31,2013-09-16,2013-09-16,185799.68,198417.99,Team 1
P-07103,Landschaftsbau // Bernfried-Reinhardt-Gasse,2021-06-06,2021-06-26,2021-06-30,108435.98,126305.92,Team 2
P-09444,Elektroarbeiten // Kühnertplatz,2019-03-14,2019-06-03,2019-05-30,123230.1,117072.33,Team 1
P-88527,Ubahn // Weimerstraße,2013-06-03,2013-12-06,2014-02-13,416129.91,441281.54,Team 3
P-32579,Baumbestand // Gunda-Stiffel-Weg,2019-06-17,2019-06-27,2019-06-30,66132.43,67798.83,Team 3
P-92903,Ubahn // Betti-Häring-Allee,2018-07-21,2019-01-03,2018-12-17,420313.34,613943.92,Team 4
P-11621,Straßenbau // Nadin-Nette-Weg,2014-08-28,2015-02-15,2015-04-23,193219.3,262118.63,Team 4
P-35203,Straßenbau // Neureutherring,2020-05-24,2020-09-12,2020-09-14,416257.25,611941.28,Team 2
P-14780,Stadtpark // Süßebierweg,2017-03-20,2017-06-01,2017-05-31,77194.41,128491.67,Team 2
P-68691,Landschaftsbau // Gottlieb-Hermighausen-Straße,2021-02-17,2021-02-28,2021-02-27,13170.46,13981.9,Team 1
P-22006,Baumbestand // Mariele-Oestrovsky-Allee,2017-06-22,2017-07-02,2017-07-02,42093.53,46370.38,Team 4
P-10794,Elektroarbeiten // Pechelallee,2021-08-07,2021-08-30,2021-08-29,86224.57,136727.15,Team 2
P-15973,Stadtpark // Ingelore-Dehmel-Allee,2021-06-26,2021-08-10,2021-09-29,136551.99,141833.28,Team 1
P-98012,Spielplatz // Tschentschergasse,2013-05-31,2013-07-17,2013-07-24,74166.05,70805.7,Team 2
P-35774,Landschaftsbau // Katalin-Krein-Allee,2021-07-19,2021-08-03,2021-08-05,127277.79,180276.71,Team 4
P-75221,Straßenbau // Theobald-Boucsein-Straße,2017-02-17,2017-06-27,2017-06-28,236688.15,250461.23,Team 3
P-72715,Landschaftsbau // Knappegasse,2016-07-15,2016-08-06,2016-08-07,68570.01,98549.24,Team 4
P-04158,Landschaftsbau // Micha-Trupp-Allee,2021-02-28,2021-03-22,2021-03-23,97621.49,116924.19,Team 1
P-90893,Elektroarbeiten // Karolina-Ritter-Ring,2016-10-04,2016-11-25,2016-11-22,109024.69,130864.22,Team 1
P-26949,Elektroarbeiten // Stjepan-Mies-Straße,2014-05-01,2014-07-05,2014-07-07,108845.06,164610.0,Team 2
P-45211,Ubahn // Kreuselweg,2021-08-23,2021-11-11,2022-03-27,36571.57,40416.62,Team 1
P-68751,Landschaftsbau // Marlis-Ullmann-Gasse,2021-10-14,2021-11-01,2021-11-07,115653.66,133112.99,Team 3
P-72640,Baumbestand // Buchholzweg,2017-02-19,2017-02-25,2017-04-07,89526.37,104062.89,Team 2
P-23473,Landschaftsbau // Mustafa-Werner-Allee,2020-08-30,2020-09-11,2020-09-14,63682.85,82182.75,Team 2
P-53070,Straßenbau // Hahnweg,2020-07-20,2020-10-30,2020-10-31,101473.09,125007.21,Team 3
P-16136,Straßenbau // Striebitzstraße,2013-07-07,2013-11-06,2013-11-06,224214.21,274005.81,Team 1
P-92865,Straßenbau // Frank-Michael-Röhrdanz-Ring,2020-06-03,2020-07-22,2020-07-23,230655.44,269312.4,Team 3
P-25049,Ubahn // Juan-Hoffmann-Weg,2016-03-05,2016-07-09,2016-07-10,149909.27,211506.46,Team 2
P-50792,Baumbestand // Aumannring,2013-07-27,2013-07-31,2013-08-02,60877.75,88437.67,Team 2
P-98944,Landschaftsbau // Henrik-Hartung-Ring,2019-11-29,2019-12-12,2019-12-13,43650.29,44168.61,Team 4
P-04950,Straßenbau // Elena-Sontag-Allee,2017-10-12,2017-12-04,2017-12-06,153367.57,180806.03,Team 3
P-87130,Landschaftsbau // Löwerring,2021-12-28,2022-01-15,2022-01-20,57319.24,76584.27,Team 3
P-44697,Ubahn // Barkholzweg,2014-07-07,2014-11-09,2014-11-10,176282.55,206000.51,Team 2
P-18575,Ubahn // Riza-Schmidt-Weg,2015-08-01,2015-11-03,2015-12-31,592634.77,692940.24,Team 3
P-81993,Elektroarbeiten // Gisela-Tschentscher-Ring,2019-08-26,2019-09-14,2019-09-15,101174.36,110974.4,Team 4
P-91772,Stadtpark // Hörleallee,2013-06-02,2013-07-06,2013-07-06,147730.29,247930.63,Team 2
P-35779,Elektroarbeiten // Wulfplatz,2020-03-28,2020-05-09,2020-05-24,53104.31,60055.67,Team 3
P-67957,Stadtpark // Karl-Heinz-Birnbaum-Platz,2020-05-05,2020-06-22,2020-05-30,-11871.6,-14297.85,Team 3
P-66735,Elektroarbeiten // Haasestr.,2020-01-21,2020-03-26,2020-03-28,123028.6,126032.87,Team 4
P-34456,Landschaftsbau // Marleen-Dowerg-Straße,2015-01-18,2015-01-21,2015-01-25,17596.12,23971.04,Team 4
P-93287,Spielplatz // Pärtzeltring,2021-01-24,2021-04-01,2021-04-01,130316.44,161577.68,Team 3
P-00279,Elektroarbeiten // Georgios-Grein Groth-Straße,2013-11-30,2014-01-14,2014-02-24,103471.53,143725.29,Team 2
P-11850,Elektroarbeiten // Barthstr.,2019-10-02,2019-12-09,2019-12-25,148625.98,220243.94,Team 2
P-10519,Baumbestand // Fischerplatz,2014-04-30,2014-05-01,2014-05-01,63852.28,72525.04,Team 1
P-17387,Elektroarbeiten // Drago-Bauer-Allee,2017-04-04,2017-05-20,2017-05-19,74963.87,92138.57,Team 2
P-95249,Straßenbau // Torben-Patberg-Ring,2018-05-12,2018-07-05,2018-08-09,197075.52,276706.85,Team 4
P-61850,Elektroarbeiten // Irmgard-Oderwald-Gasse,2020-07-25,2020-09-05,2020-10-09,148686.67,198367.86,Team 3
P-09963,Ubahn // Dussen vanweg,2021-05-20,2021-11-17,2022-01-26,263516.39,276012.74,Team 3
P-31460,Landschaftsbau // Friedrich-Mude-Straße,2017-08-04,2017-08-20,2017-08-20,124992.83,130339.99,Team 2
P-88482,Baumbestand // Lukas-Wiek-Weg,2015-01-02,2015-01-23,2015-01-23,48996.45,63231.72,Team 4
P-66433,Baumbestand // Roskothstraße,2016-05-29,2016-06-12,2016-06-13,36373.27,42577.16,Team 4
P-98721,Elektroarbeiten // Marianne-Drewes-Gasse,2017-07-20,2017-09-14,2017-10-15,135729.36,208777.34,Team 3
P-97623,Stadtpark // Jäkelstraße,2018-09-06,2018-10-22,2018-10-19,12848.72,15566.57,Team 4
P-18020,Straßenbau // Xenia-Kraushaar-Straße,2019-04-28,2019-06-03,2019-06-05,291397.68,299495.78,Team 3
P-77156,Baumbestand // Kensyweg,2017-05-07,2017-05-19,2017-05-19,54670.22,59860.57,Team 4
P-84553,Stadtpark // Klingelhöferring,2017-01-31,2017-03-06,2017-03-07,172176.07,227721.54,Team 2
P-61742,Landschaftsbau // Weimerplatz,2014-05-29,2014-06-01,2014-05-31,70996.79,71160.71,Team 1
P-68894,Stadtpark // Jähnring,2015-11-01,2015-12-16,2016-03-01,140778.0,156903.84,Team 1
P-15344,Spielplatz // Liliane-Gutknecht-Weg,2015-07-13,2015-07-30,2015-08-03,83.35,94.3,Team 4
P-62034,Stadtpark // Sebastian-Hauffer-Gasse,2020-06-14,2020-08-06,2020-08-06,154008.29,187887.47,Team 4
P-66007,Straßenbau // Adelinde-Säuberlich-Weg,2018-01-30,2018-03-12,2018-04-28,162104.68,210576.74,Team 4
P-16559,Straßenbau // Fiebigstraße,2013-07-11,2013-09-29,2013-09-30,320543.16,386761.62,Team 1
